i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
601,00013957032,载客,355,众鑫,1479081600000,116.612773,新捷达,1479081600000,35.364303,26.2,鲁HT**93,1654041667000
602,64625129062,空车,61,交运,1652313600000,116.580968,伊兰特,1463097600000,35.392843,0.0,鲁HT**73,1654041667000
603,64625129127,空车,43,北城,1605830400000,116.548815,新捷达,1085097600000,35.441661,0.0,鲁HT**90,1654041667000
604,64625127853,空车,70,交运,1477526400000,116.554173,悦动,1477526400000,35.449096,0.0,鲁HT**38,1654041667000
605,64625127820,空车,178,交运,1667779200000,116.595968,新悦动,-2208988800000,35.439623,0.0,鲁HT**02,1654041667000
606,64625128999,载客,167,众鑫,1479427200000,116.575806,新捷达,1479427200000,35.405443,0.0,鲁HT**29,1654041667000
607,64625128187,载客,274,富达,1649030400000,116.580921,伊兰特,1459814400000,35.364446,0.0,鲁HT**99,1654041667000
608,64625128138,空车,325,交运,1609459200000,116.563033,新捷达,1072915200000,35.384033,0.0,鲁HT**35,1654041668000
609,64625128190,载客,179,交运,-2208988800000,116.596891,新捷达,1478217600000,35.431793,45.3,鲁HT**89,1654041668000
610,64625128518,载客,245,华通,-2208988800000,116.611621,悦动,1469404800000,35.399946,0.0,鲁HT**81,1654041668000
611,64625128669,空车,339,华通,1598054400000,116.576191,悦动,1077494400000,35.404035,0.0,鲁HT**77,1654041668000
612,64625128248,空车,176,联运,1478044800000,116.739838,悦动,1478044800000,35.370911,0.0,鲁HT**03,1654041668000
613,64625127797,载客,88,交运,1619568000000,116.59652,伊兰特,1080777600000,35.40779,42.8,鲁HT**28,1654041668000
614,64625128461,空车,181,联运,1617235200000,116.581895,新捷达,1080864000000,35.430695,0.0,鲁HT**67,1654041668000
615,64625128905,空车,57,交运,-2208988800000,116.623428,新捷达,1474588800000,35.413006,0.0,鲁HT**98,1654041668000
616,64625128596,空车,106,华通,1609718400000,116.568283,新捷达,1073260800000,35.415386,0.0,鲁HT**71,1654041668000
617,64625128450,空车,350,联运,-2208988800000,116.575791,悦动,1473120000000,35.405468,0.0,鲁HT**35,1654041669000
618,00056961601,空车,294,新交运,1479427200000,116.596941,新桑塔纳,1479427200000,35.437675,0.0,鲁HT**36,1654041669000
619,64625127907,空车,176,联运,1588204800000,116.49123,老捷达,1067558400000,35.370278,0.0,鲁HT**58,1654041669000
620,64625128132,空车,116,汇通,1606780800000,116.583795,新捷达,1086048000000,35.39304,0.0,鲁HT**76,1654041669000
621,64625128335,空车,82,众鑫,1479427200000,116.484838,吉利帝豪,1479427200000,35.317886,0.0,HDC**36,1654041669000
622,64625128203,空车,102,交运,1627171200000,116.717088,新悦动,1090800000000,35.396551,0.0,鲁HT**58,1654041669000
623,64625129075,空车,242,北城,1598400000000,116.55778,伊兰特,1077840000000,35.441593,0.0,鲁HT**26,1654041669000
624,64626198294,载客,280,新交运,1480032000000,116.44134,新捷达,1480032000000,35.485558,4.1,鲁HT**56,1654041669000
625,64625128422,空车,107,联运,-2208988800000,116.56046,新捷达,1477353600000,35.400388,0.0,鲁HT**39,1654041670000
626,64625127823,空车,174,交运,1593561600000,116.582446,新捷达,1072915200000,35.390948,0.0,鲁HT**86,1654041670000
627,64625128106,空车,177,华通,1605139200000,116.62502,悦动,1084406400000,35.446186,0.0,鲁HT**17,1654041670000
628,64625129225,空车,36,交运,-2208988800000,116.560156,新捷达,20402668800000,35.40295,0.0,鲁HT**43,1654041670000
629,64625128036,载客,278,华中,1651968000000,116.576461,新捷达,1462752000000,35.374843,30.8,鲁HT**46,1654041670000
630,00013675372,空车,182,交运,1613692800000,116.602576,新捷达,1077235200000,35.417521,44.2,鲁HT**78,1654041670000
631,64625129328,空车,269,交运,-2208988800000,116.56842,伊兰特,1467244800000,35.52153,31.0,鲁HT**65,1654041670000
632,64625127876,空车,216,北城,1652313600000,116.784065,伊兰特,1463097600000,35.511763,0.0,鲁HT**91,1654041670000
633,64625129068,载客,359,众鑫,1479945600000,116.585001,新捷达,1479945600000,35.400366,0.0,鲁HT**61,1654041671000
634,64625127860,载客,300,交运,-2208988800000,116.223718,新捷达,1474416000000,35.702295,74.7,鲁HT**05,1654041671000
635,00029898972,载客,47,新交运,1479945600000,116.614458,新捷达,1479945600000,35.348611,0.0,鲁HT**55,1654041671000
636,64625127843,空车,60,交运,1477180800000,116.56688,新桑塔纳,1477180800000,35.382698,0.0,鲁HT**09,1654041671000
637,64625128655,空车,72,富达,1603065600000,116.600941,悦动,1066608000000,35.397701,0.0,鲁HT**45,1654041671000
638,64625128352,空车,77,汇通,-2208988800000,116.576045,新捷达,1474329600000,35.38579,0.0,鲁HT**49,1654041671000
