i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
501,00085182114,空车,37,新交运,1480032000000,116.600286,新捷达,1480032000000,35.409383,0.0,鲁HT**29,1654041656000
502,64625129202,空车,13,北城,1602460800000,116.563831,伊兰特,1080777600000,35.376863,0.0,鲁HT**06,1654041656000
503,64625129241,空车,280,华中,1600992000000,116.588048,新捷达,1064534400000,35.397695,0.0,鲁HT**56,1654041656000
504,64625128272,空车,176,华通,1604793600000,116.6514,新桑塔纳,1084060800000,35.450035,45.0,鲁HT**32,1654041656000
505,64625128855,空车,23,新交运,1479859200000,116.596966,比亚迪秦,1479859200000,35.387625,0.0,HDH**52,1654041656000
506,64625128211,空车,291,交运,1589500800000,116.581628,新捷达,1053043200000,35.402378,0.0,鲁HT**91,1654041656000
507,64625128853,空车,163,交运,1594684800000,116.56826,新捷达,1073347200000,35.382971,27.3,鲁HT**88,1654041656000
508,64625129223,载客,195,北城,1618272000000,116.626006,新捷达,1066089600000,35.433328,0.0,鲁HT**16,1654041656000
509,64625128327,载客,151,华通,1601337600000,116.599985,悦动,1078099200000,35.430675,0.0,鲁HT**87,1654041656000
510,64625128409,空车,62,联运,1598227200000,116.594813,新悦动,1061769600000,35.393555,0.0,鲁HT**66,1654041657000
511,64625129065,空车,171,华中,1586131200000,116.54491,伊兰特,1459987200000,35.364875,0.0,鲁HT**26,1654041657000
512,64625128293,空车,76,新交运,1640563200000,116.5638,奇瑞,1451260800000,35.376763,0.0,鲁HT**69,1654041657000
513,64625128936,空车,65,新交运,1479427200000,116.598203,比亚迪秦,1479427200000,35.401421,0.0,HDZ**08,1654041657000
514,64625128746,空车,89,汇通,1478736000000,116.614461,悦动,1478736000000,35.418733,0.0,鲁HT**33,1654041657000
515,64625129324,空车,25,新交运,1480032000000,116.552291,新捷达,1480032000000,35.241695,0.0,鲁HT**06,1654041657000
516,00013926167,空车,295,联运,1578355200000,116.559853,新捷达,1073520000000,35.412123,5.3,鲁HT**88,1654041657000
517,64625128776,空车,355,新交运,1479945600000,116.598895,新捷达,1479945600000,35.383111,8.6,鲁HT**79,1654041657000
518,64625128063,载客,14,新交运,1479427200000,116.598816,新桑塔纳,1479427200000,35.383088,0.0,鲁HT**79,1654041657000
519,64625128460,载客,221,联运,1654128000000,116.513835,吉利帝豪,1464912000000,35.429513,0.0,HDA**18,1654041657000
520,64625128193,空车,39,富达,1548720000000,116.552936,伊兰特,980812800000,35.392601,0.0,鲁HT**30,1654041658000
521,64646396636,空车,78,富达,1654128000000,116.62186,新捷达,1464912000000,35.445195,0.0,鲁HT**79,1654041658000
522,00013675375,空车,274,新交运,1480032000000,116.559311,新捷达,1480032000000,35.398228,0.0,鲁HT**17,1654041658000
523,00056961607,载客,7,华通,1605052800000,116.594023,新桑塔纳,1084320000000,35.394505,0.0,鲁HT**29,1654041658000
524,64625128086,空车,60,众鑫,1479168000000,116.673748,新捷达,1479168000000,35.443025,0.0,鲁HT**62,1654041658000
525,64625128789,空车,55,新交运,1480032000000,116.598725,新捷达,1480032000000,35.397571,0.0,鲁HT**22,1654041658000
526,64625128657,空车,95,北城,1606780800000,116.618006,新桑塔纳,1070236800000,35.441108,0.0,鲁HT**21,1654041658000
527,64625128924,载客,237,新交运,1479427200000,116.461433,新桑塔纳,1479427200000,35.458805,73.5,鲁HT**77,1654041658000
528,64625128234,载客,11,富达,1510617600000,116.640931,新桑塔纳,1478649600000,35.430885,0.0,鲁HT**08,1654041659000
529,64625128075,空车,221,华通,1588204800000,116.569735,悦动,1064966400000,35.433546,0.0,鲁HT**18,1654041659000
530,00013675373,空车,167,新交运,1479427200000,116.618145,新桑塔纳,1479427200000,35.397835,0.0,鲁HT**16,1654041659000
531,64625127998,空车,280,联运,1479168000000,116.650048,新捷达,1479168000000,35.42575,0.0,鲁HT**45,1654041659000
532,64625128031,空车,51,联运,1601510400000,116.602606,新捷达,1080777600000,35.417663,0.0,鲁HT**30,1654041659000
533,64625128713,空车,95,北城,1598918400000,116.571748,悦动,1078099200000,35.409101,0.0,鲁HT**07,1654041659000
534,64625128209,载客,241,交运,1598918400000,116.608393,伊兰特,1078099200000,35.522015,0.0,鲁HT**22,1654041659000
535,64625128511,空车,274,联运,1601769600000,116.656121,新捷达,1081123200000,35.38809,60.7,鲁HT**89,1654041660000
536,64606915724,空车,127,联运,1601510400000,116.565791,新捷达,1080777600000,35.386096,0.0,鲁HT**63,1654041660000
537,64625129220,空车,94,北城,1601510400000,116.592483,悦动,1080777600000,35.398861,0.0,鲁HT**68,1654041660000
538,64625128366,空车,346,交运,1606694400000,116.596315,新捷达,1085961600000,35.365885,27.3,鲁HT**00,1654041660000
539,64625129146,空车,351,北城,1603929600000,116.571141,新捷达,1067472000000,35.413608,0.0,鲁HT**50,1654041660000
540,64625128081,空车,184,众鑫,1479081600000,116.55165,新捷达,1479081600000,35.416606,0.0,鲁HT**95,1654041660000
541,64625128331,空车,65,华通,1603411200000,116.5754,悦动,1080777600000,35.432383,0.0,鲁HT**67,1654041660000
542,64625129120,空车,327,北城,1547251200000,116.594273,吉利帝豪,979344000000,35.393076,0.0,HD7**15,1654041660000
543,64625128116,空车,189,富达,1633996800000,116.598541,铃木启悦,1444694400000,35.383236,0.0,鲁HT**37,1654041661000
544,64625128949,空车,205,汇通,-2208988800000,116.600256,新捷达,1470873600000,35.409046,35.9,鲁HT**37,1654041661000
545,64625128616,空车,77,北城,1598918400000,116.711341,新捷达,1078099200000,35.383338,0.0,鲁HT**37,1654041661000
546,64625127883,载客,150,交运,1639353600000,116.610821,新捷达,1450051200000,35.435851,0.0,鲁HT**39,1654041661000
547,64625127898,空车,8,联运,1594512000000,116.581673,新捷达,1073952000000,35.43567,0.0,鲁HT**21,1654041661000
548,64625127903,载客,265,富达,-2208988800000,116.591598,新捷达,1467417600000,35.407753,25.7,鲁HT**10,1654041661000
549,64625128895,空车,93,交运,1638316800000,116.558505,伊兰特,1117584000000,35.416261,0.0,鲁HT**86,1654041661000
550,64625128102,空车,357,富达,1593475200000,116.610975,悦动,1070323200000,35.416855,0.0,鲁HT**17,1654041661000
551,64625127832,空车,355,交运,1604188800000,116.597938,老捷达,1067644800000,35.389663,0.0,鲁HT**62,1654041661000
552,64625128628,空车,181,北城,1599004800000,116.623315,悦动,1078272000000,35.413688,37.1,鲁HT**38,1654041662000
553,64626877215,空车,345,新交运,1478390400000,116.598586,新捷达,1478390400000,35.463215,0.0,鲁HT**72,1654041662000
554,64625128738,空车,170,北城,1654560000000,116.64158,伊兰特,1465344000000,35.422373,0.0,鲁HT**68,1654041662000
555,64625127930,空车,283,富达,1610150400000,116.560608,新捷达,1105315200000,35.387005,0.0,鲁HT**22,1654041662000
556,64625128673,空车,210,北城,1606780800000,116.394873,悦动,1086134400000,35.158396,65.4,鲁HT**62,1654041662000
557,64625127956,空车,98,交运,-2208988800000,116.558566,新桑塔纳,1493251200000,35.441628,0.0,鲁HT**33,1654041662000
558,64625128178,空车,268,联运,1598918400000,116.598671,伊兰特,1078099200000,35.408023,31.5,鲁HT**87,1654041662000
559,64625128437,空车,159,华通,1601856000000,116.59724,新捷达,1080777600000,35.404871,0.0,鲁HT**43,1654041662000
560,64625128982,空车,359,富达,1619481600000,116.623428,新悦动,1083110400000,35.413041,0.0,鲁HT**33,1654041662000
561,64625129050,空车,4,联运,1479859200000,116.568265,新捷达,1479859200000,35.389906,0.0,鲁HT**92,1654041662000
562,00056961606,载客,165,汇通,1572566400000,116.576881,铃木启悦,978307200000,35.398726,51.9,鲁HT**77,1654041662000
563,64625128383,空车,265,新交运,1479427200000,116.618371,新桑塔纳,1479427200000,35.425565,0.0,鲁HT**13,1654041662000
564,64625128030,空车,123,联运,1605916800000,116.56737,新捷达,1053561600000,35.352246,29.9,鲁HT**87,1654041662000
565,64625128502,空车,64,华通,1597536000000,116.602655,悦动,1075593600000,35.417638,0.0,鲁HT**22,1654041663000
566,64625129114,空车,5,北城,-2208988800000,116.617938,伊兰特,1470355200000,35.44335,34.2,鲁HT**01,1654041663000
567,64625128019,空车,227,联运,1645401600000,116.59085,新捷达,1456099200000,35.420363,0.0,鲁HT**33,1654041663000
568,64625128981,空车,358,富达,1602288000000,116.563378,老捷达,1050019200000,35.422728,0.0,鲁HT**20,1654041663000
569,64625128707,载客,187,北城,1603843200000,116.685071,吉利帝豪,1083196800000,35.406945,0.0,HDH**26,1654041663000
570,64625128198,空车,244,富达,1612742400000,116.597415,新捷达,1076284800000,35.407923,0.0,鲁HT**96,1654041663000
571,64625128656,载客,231,华中,1630800000000,116.559686,新捷达,1094428800000,35.39031,20.0,鲁HT**92,1654041663000
572,64625129337,空车,5,华中,1646784000000,116.598845,伊兰特,1457568000000,35.382946,0.0,鲁HT**99,1654041663000
573,64625128328,空车,247,华通,1610064000000,116.575761,奇瑞,1073606400000,35.401378,0.0,鲁HT**82,1654041663000
