i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
901,64625127876,空车,216,北城,1652313600000,116.784065,伊兰特,1463097600000,35.511763,0.0,鲁HT**91,1654041701000
902,64625127860,载客,302,交运,-2208988800000,116.21771,新捷达,1474416000000,35.705328,80.6,鲁HT**05,1654041701000
903,64625128851,空车,170,新交运,1479945600000,116.755951,新捷达,1479945600000,35.441335,12.5,鲁HT**60,1654041701000
904,64625127834,空车,318,交运,-2208988800000,116.681516,新桑塔纳,1468886400000,35.407915,0.0,鲁HT**95,1654041701000
905,64625128532,空车,112,华通,1598918400000,116.619681,悦动,1078099200000,35.42821,0.0,鲁HT**63,1654041701000
906,64625127961,空车,357,交运,1601856000000,116.612185,新捷达,1081209600000,35.419193,0.0,鲁HT**60,1654041701000
907,64625127979,空车,339,交运,1601510400000,116.597105,新捷达,1080777600000,35.408636,16.2,鲁HT**61,1654041701000
908,64625128924,载客,225,新交运,1479427200000,116.455461,新桑塔纳,1479427200000,35.455386,64.0,鲁HT**77,1654041701000
909,64625128284,空车,45,华通,-2208988800000,116.564418,新捷达,1471392000000,35.382416,0.0,鲁HT**56,1654041702000
910,64625129044,空车,86,新交运,1479859200000,116.56336,新桑塔纳,1479859200000,35.444848,0.0,鲁HT**27,1654041702000
911,64625129096,空车,63,华通,1598918400000,116.60249,悦动,1078185600000,35.427035,0.0,鲁HT**18,1654041702000
912,64625129070,空车,347,华中,1629072000000,116.565155,新捷达,1092700800000,35.382628,0.0,鲁HT**19,1654041702000
913,64625127873,空车,111,富达,1610064000000,116.577885,铃木启悦,1057708800000,35.343053,0.0,鲁HT**33,1654041702000
914,00013926166,空车,199,汇通,-2208988800000,116.598013,新捷达,1470787200000,35.403393,49.8,鲁HT**50,1654041702000
915,64625128556,载客,69,华通,1598918400000,116.649545,新捷达,1062374400000,35.431565,0.0,鲁HT**22,1654041703000
