i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
201,00085182111,空车,263,联运,-2208988800000,116.581106,新捷达,1473120000000,35.412991,0.0,鲁HT**29,1654041622000
202,64625128251,载客,183,富达,1478217600000,116.612415,新桑塔纳,1470614400000,35.371873,50.9,鲁HT**77,1654041622000
203,64625129155,空车,39,新交运,1479945600000,116.561048,新桑塔纳,1479945600000,35.414465,0.0,鲁HT**88,1654041622000
204,64625129078,载客,29,北城,1609891200000,116.602648,新悦动,1073433600000,35.420605,0.0,鲁HT**62,1654041623000
205,64625128586,空车,351,华通,1635206400000,116.581356,新捷达,1114560000000,35.404683,0.0,鲁HT**69,1654041623000
206,64625129175,空车,297,北城,1633046400000,116.595448,新桑塔纳,1112313600000,35.394968,10.2,鲁HT**23,1654041623000
207,64625129020,空车,333,新交运,1480032000000,116.587143,新捷达,1480032000000,35.424391,0.0,鲁HT**81,1654041623000
208,64625128129,空车,257,富达,-2208988800000,116.673011,伊兰特,1469059200000,35.368851,0.0,鲁HT**53,1654041623000
209,64625129059,空车,25,交运,1589241600000,116.579148,比亚迪秦,1068681600000,35.418421,0.0,HDY**01,1654041623000
210,64625129185,载客,180,华中,-2208988800000,116.559735,新捷达,1476835200000,35.42385,57.4,鲁HT**58,1654041623000
211,64625129123,空车,183,北城,1547510400000,116.569213,新桑塔纳,979603200000,35.335385,0.0,鲁HT**35,1654041623000
212,64625128434,空车,17,联运,1643673600000,116.601328,新捷达,1091404800000,35.45611,0.0,鲁HT**48,1654041623000
213,64625127794,空车,140,交运,1719792000000,116.571643,伊兰特,-2208988800000,35.434253,0.0,鲁HT**78,1654041624000
214,64625128901,空车,341,华通,1601510400000,116.597106,新捷达,1080777600000,35.388913,0.0,鲁HT**62,1654041624000
215,64625128715,空车,124,众鑫,1479427200000,116.682425,新捷达,1479427200000,35.408515,0.0,鲁HT**72,1654041624000
216,64625129270,空车,68,北城,1601510400000,116.528783,新捷达,1080777600000,35.466555,0.0,鲁HT**62,1654041624000
217,64625128725,载客,214,北城,1599091200000,116.524781,新捷达,1078358400000,35.253003,47.0,鲁HT**75,1654041624000
218,64625128736,空车,110,交运,1646179200000,116.558555,伊兰特,1456963200000,35.441448,0.0,鲁HT**30,1654041624000
219,64625128039,空车,94,富达,-2208988800000,116.692831,悦动,1474848000000,35.377063,0.0,鲁HT**96,1654041624000
220,00056961598,载客,355,华通,1601942400000,116.606013,新桑塔纳,1081296000000,35.401843,35.6,鲁HT**56,1654041624000
221,64625128758,空车,133,北城,1598918400000,116.612651,新捷达,1078099200000,35.404743,0.0,鲁HT**08,1654041624000
222,64625127980,空车,203,交运,1603929600000,116.62483,新捷达,1080777600000,35.447688,0.0,鲁HT**88,1654041624000
223,64625129136,空车,267,北城,-2208988800000,116.56216,悦动,1470009600000,35.40302,0.0,鲁HT**99,1654041625000
224,64625129033,空车,299,交运,1537660800000,116.571765,新悦动,1032825600000,35.413856,0.0,鲁HT**90,1654041625000
225,64625129248,空车,90,交运,1477612800000,116.581475,伊兰特,1477612800000,35.40481,0.0,鲁HT**75,1654041625000
226,00013675374,载客,88,新交运,1480032000000,116.588063,新捷达,1480032000000,35.40741,42.9,鲁HT**11,1654041625000
227,64625128226,载客,344,交运,1593561600000,116.598708,新捷达,1072915200000,35.383056,0.0,鲁HT**36,1654041625000
228,64625129019,载客,109,新交运,1479945600000,116.587238,新桑塔纳,1479945600000,35.420648,0.0,鲁HT**57,1654041625000
229,64625128051,空车,68,交运,1603929600000,116.603561,新捷达,1083283200000,35.416021,0.0,鲁HT**85,1654041625000
230,64625129046,空车,182,交运,-2208988800000,116.559821,新桑塔纳,1476403200000,35.424398,0.0,鲁HT**90,1654041625000
231,64625128521,空车,184,联运,1641513600000,116.562946,新桑塔纳,1452211200000,35.416821,0.0,鲁HT**88,1654041625000
232,64625128243,空车,68,富达,1609891200000,116.689958,悦动,1057104000000,35.434946,0.0,鲁HT**39,1654041626000
233,64625128230,空车,265,联运,1477872000000,116.615066,新桑塔纳,1469577600000,35.38643,0.0,鲁HT**52,1654041626000
