i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
301,64625128826,空车,125,北城,1604188800000,116.548943,新捷达,1083369600000,35.420125,0.0,鲁HT**70,1654041633000
302,64625128020,空车,315,联运,1641254400000,116.554546,新捷达,1451952000000,35.41663,0.0,鲁HT**07,1654041633000
303,64625128134,空车,275,交运,1633046400000,116.60493,新捷达,1080777600000,35.411018,0.0,鲁HT**06,1654041634000
304,64625127936,空车,229,富达,1600732800000,116.486373,新捷达,1064275200000,35.389608,0.0,鲁HT**33,1654041634000
305,64625128642,空车,27,联运,1655596800000,116.550173,伊兰特,1466380800000,35.422251,0.0,鲁HT**66,1654041634000
306,64625128587,空车,176,众鑫,1479945600000,116.591206,新捷达,1479945600000,35.414918,10.0,鲁HT**78,1654041634000
307,64625127866,空车,348,交运,1577577600000,116.598773,伊兰特,978998400000,35.38314,0.0,鲁HT**68,1654041634000
308,00013957032,载客,356,众鑫,1479081600000,116.613231,新捷达,1479081600000,35.36009,53.2,鲁HT**93,1654041634000
309,64625128183,空车,80,富达,1637366400000,116.588956,新桑塔纳,1085097600000,35.406166,0.0,鲁HT**17,1654041634000
310,64625128593,空车,114,交运,1653868800000,116.55967,伊兰特,1464652800000,35.41506,0.0,鲁HT**33,1654041635000
311,64625128517,空车,209,华通,1649030400000,116.60207,伊兰特,1459814400000,35.375965,0.0,鲁HT**39,1654041635000
312,64625128743,空车,256,富达,1653177600000,116.562836,新捷达,1463961600000,35.38493,0.0,鲁HT**25,1654041635000
313,64625128371,空车,95,交运,1606262400000,116.596505,老捷达,1069804800000,35.387501,0.0,鲁HT**77,1654041635000
314,64625129054,空车,26,交运,1594684800000,116.510921,新捷达,1074124800000,35.44059,0.0,鲁HT**63,1654041635000
315,64625129149,空车,48,北城,1602720000000,116.56667,新桑塔纳,1082073600000,35.38333,0.0,鲁HT**90,1654041635000
316,64625128186,空车,10,联运,1593993600000,116.607115,新桑塔纳,1073433600000,35.523536,0.0,鲁HT**83,1654041635000
317,64625127902,空车,139,富达,1478304000000,116.615306,伊兰特,1473638400000,35.39824,0.0,鲁HT**60,1654041635000
318,64625128717,空车,27,北城,1604448000000,116.581395,伊兰特,1067990400000,35.404405,0.0,鲁HT**35,1654041635000
319,64625127912,载客,278,富达,1478304000000,116.610503,吉利帝豪,1470614400000,35.397421,25.2,HDD**68,1654041635000
320,64625129205,载客,179,北城,1654473600000,116.617995,吉利帝豪,1465257600000,35.426383,56.9,HDY**06,1654041636000
321,64625128089,空车,102,众鑫,1479081600000,116.593198,比亚迪秦,1479081600000,35.364266,39.5,HDW**16,1654041636000
322,00013957030,空车,69,富达,1593648000000,116.565556,铃木启悦,1073088000000,35.406718,0.0,鲁HT**79,1654041636000
323,64625128911,空车,99,联运,1585699200000,116.573298,老捷达,1064966400000,35.435663,0.0,鲁HT**56,1654041636000
324,64625129252,载客,90,北城,1602115200000,116.579311,悦动,1081468800000,35.420621,15.9,鲁HT**72,1654041636000
325,64625128441,空车,91,交运,1619308800000,116.600336,新捷达,1082937600000,35.410763,20.4,鲁HT**35,1654041636000
326,64625128277,空车,75,华通,1605830400000,116.555,悦动,1085097600000,35.404008,0.0,鲁HT**88,1654041636000
327,64625128961,空车,125,交运,1481673600000,116.586166,悦动,1481673600000,35.428258,0.0,鲁HT**37,1654041636000
328,64625128242,空车,89,富达,-2208988800000,116.577498,伊兰特,1470268800000,35.397838,27.7,鲁HT**39,1654041636000
329,64625128647,空车,85,联运,1546819200000,116.569636,新捷达,978912000000,35.428951,0.0,鲁HT**86,1654041636000
330,64625129221,空车,130,北城,1599177600000,116.615461,悦动,1078444800000,35.394851,48.0,鲁HT**39,1654041636000
331,64625129337,空车,5,华中,1646784000000,116.598845,伊兰特,1457568000000,35.382946,0.0,鲁HT**99,1654041637000
332,64625128187,载客,274,富达,1649030400000,116.580921,伊兰特,1459814400000,35.364446,0.0,鲁HT**99,1654041637000
333,64625129158,载客,151,新交运,1480032000000,116.652013,新捷达,1480032000000,35.424361,0.0,鲁HT**58,1654041637000
334,64625128630,空车,17,汇通,1572998400000,116.504108,悦动,1052265600000,35.286603,0.0,鲁HT**79,1654041637000
335,64625127949,空车,346,富达,1635811200000,116.588371,新捷达,1054080000000,35.383895,46.6,鲁HT**82,1654041637000
336,64625127872,空车,173,交运,1592352000000,116.696181,新捷达,1070236800000,35.4175,0.0,鲁HT**38,1654041637000
337,64625129062,空车,61,交运,1652313600000,116.580968,伊兰特,1463097600000,35.392843,0.0,鲁HT**73,1654041637000
338,00076573448,空车,284,交运,1591747200000,116.587143,新捷达,1071100800000,35.393271,0.0,鲁HT**98,1654041637000
339,64625128354,空车,64,汇通,1606780800000,116.576655,伊兰特,1086048000000,35.363818,0.0,鲁HT**87,1654041637000
340,64625128316,空车,0,联运,-2208988800000,116.575481,新捷达,1467244800000,35.447228,75.1,鲁HT**63,1654041638000
341,64625128461,空车,181,联运,1617235200000,116.581895,新捷达,1080864000000,35.430695,0.0,鲁HT**67,1654041638000
342,64625129004,空车,269,新交运,1479427200000,116.596918,新桑塔纳,1479427200000,35.357643,41.7,鲁HT**39,1654041638000
343,64625128058,空车,208,交运,1593907200000,116.627471,悦动,1073347200000,35.44686,0.0,鲁HT**26,1654041638000
344,64625128175,空车,84,联运,1598400000000,116.684898,新悦动,1077840000000,35.407421,0.0,鲁HT**58,1654041638000
345,64625128669,空车,339,华通,1598054400000,116.576191,悦动,1077494400000,35.404035,0.0,鲁HT**77,1654041638000
346,00085216161,空车,90,新交运,1479427200000,116.697813,新桑塔纳,1479427200000,35.406331,0.0,鲁HT**82,1654041638000
347,64625128534,载客,166,华通,1610755200000,116.564965,新捷达,1074297600000,35.371526,42.8,鲁HT**78,1654041639000
348,64625129328,空车,268,交运,-2208988800000,116.570943,伊兰特,1467244800000,35.521551,30.5,鲁HT**65,1654041639000
349,00076573446,空车,116,新交运,1479945600000,116.610973,新捷达,1479945600000,35.421653,0.0,鲁HT**38,1654041639000
350,64625128742,载客,83,华中,1633478400000,116.587246,新悦动,1081296000000,35.391685,0.0,鲁HT**81,1654041639000
351,64625128915,空车,19,交运,1593648000000,116.650268,伊兰特,1057190400000,35.432541,0.0,鲁HT**98,1654041639000
352,64625128203,空车,58,交运,1627171200000,116.716271,新悦动,1090800000000,35.396333,6.8,鲁HT**58,1654041639000
353,64625127942,空车,341,富达,-2208988800000,116.639375,新捷达,1473206400000,35.416811,0.0,鲁HT**60,1654041639000
354,64625128749,载客,240,汇通,1604016000000,116.638013,新捷达,1128384000000,35.426503,53.6,鲁HT**07,1654041639000
355,64625128126,空车,259,富达,1655856000000,116.564118,伊兰特,1466640000000,35.38632,0.0,鲁HT**85,1654041639000
356,64625128993,空车,82,新交运,1479859200000,116.565868,新桑塔纳,1479859200000,35.415678,0.0,鲁HT**36,1654041640000
357,64625128422,空车,107,联运,-2208988800000,116.56046,新捷达,1477353600000,35.400388,0.0,鲁HT**39,1654041640000
358,64625128466,空车,79,联运,1633046400000,116.562408,新捷达,1080777600000,35.439138,0.0,鲁HT**38,1654041640000
359,64625128381,空车,111,新交运,1479427200000,116.598915,新桑塔纳,1479427200000,35.38301,0.0,鲁HT**89,1654041640000
360,64625128131,空车,268,华通,1604534400000,116.566576,新捷达,1083369600000,35.402906,0.0,鲁HT**87,1654041640000
361,64625128720,空车,42,汇通,1587859200000,116.556585,新捷达,1083024000000,35.500533,0.0,鲁HT**35,1654041640000
362,64625128479,空车,16,华通,1603065600000,116.610605,悦动,1082419200000,35.397966,0.0,鲁HT**89,1654041640000
363,64625128960,空车,358,新交运,1479945600000,116.545458,新捷达,1479945600000,35.418493,0.0,鲁HT**20,1654041641000
364,64625129139,空车,59,北城,-2208988800000,116.52237,悦动,1476748800000,35.399788,0.0,鲁HT**97,1654041641000
365,64625127843,空车,60,交运,1477180800000,116.56688,新桑塔纳,1477180800000,35.382698,0.0,鲁HT**09,1654041641000
366,64625127913,空车,153,联运,1477872000000,116.54679,新捷达,1477872000000,35.514648,0.0,鲁HT**69,1654041641000
367,64625128646,载客,177,交运,1482451200000,116.576473,伊兰特,1482451200000,35.401298,35.1,鲁HT**60,1654041641000
368,64625128678,空车,334,北城,1635897600000,116.544585,伊兰特,1446595200000,35.419528,0.0,鲁HT**48,1654041641000
369,64625128840,空车,217,新交运,1479513600000,116.59438,新桑塔纳,1479513600000,35.394158,0.0,鲁HT**76,1654041641000
370,64625127813,载客,243,交运,1604361600000,116.567295,新悦动,1067904000000,35.38264,38.6,鲁HT**32,1654041641000
371,64625128317,空车,61,华通,1590105600000,116.589171,铃木启悦,1053648000000,35.404668,0.0,鲁HT**39,1654041642000
372,64625127807,空车,53,交运,1604880000000,116.598808,新捷达,1084147200000,35.450948,0.0,鲁HT**18,1654041642000
373,64625128267,空车,312,联运,1637539200000,116.599806,新捷达,1116806400000,35.416821,0.0,鲁HT**11,1654041642000
374,64625127955,空车,274,交运,1503792000000,116.57967,伊兰特,1477526400000,35.397801,48.1,鲁HT**51,1654041642000
375,64625129096,空车,63,华通,1598918400000,116.60249,悦动,1078185600000,35.427035,0.0,鲁HT**18,1654041642000
376,64625129070,空车,347,华中,1629072000000,116.565155,新捷达,1092700800000,35.382628,0.0,鲁HT**19,1654041642000
377,64625128621,空车,288,北城,1603584000000,116.587376,新捷达,1082937600000,35.397263,0.0,鲁HT**70,1654041642000
378,00085182114,空车,37,新交运,1480032000000,116.600286,新捷达,1480032000000,35.409383,0.0,鲁HT**29,1654041642000
379,64625128282,空车,145,富达,1597881600000,116.577891,新捷达,1061424000000,35.343121,0.0,鲁HT**80,1654041643000
380,64625128410,空车,29,联运,1595030400000,116.61332,悦动,1074470400000,35.399906,0.0,鲁HT**18,1654041643000
381,64625127914,载客,2,联运,1625356800000,116.587113,新捷达,1088985600000,35.399446,16.2,鲁HT**99,1654041643000
382,64625129044,空车,86,新交运,1479859200000,116.561036,新桑塔纳,1479859200000,35.444808,31.3,鲁HT**27,1654041643000
383,64625129125,空车,344,交运,1602460800000,116.545391,悦动,1081814400000,35.418473,0.0,鲁HT**25,1654041643000
384,64625128990,空车,66,众鑫,1479168000000,116.56635,新捷达,1479168000000,35.39797,0.0,鲁HT**96,1654041643000
385,64625127864,空车,184,交运,1607817600000,116.603971,新捷达,1087171200000,35.469943,0.0,鲁HT**49,1654041643000
386,64625128493,空车,78,新交运,1480032000000,116.562426,新捷达,1480032000000,35.415795,0.0,鲁HT**80,1654041643000
387,64625127844,空车,195,交运,1593561600000,116.59943,新捷达,1073001600000,35.406916,41.1,鲁HT**35,1654041643000
388,64625128614,空车,258,北城,1649289600000,116.573643,伊兰特,1460073600000,35.43697,40.9,鲁HT**25,1654041643000
389,00029898976,空车,271,新交运,1479427200000,116.583883,比亚迪秦,1479427200000,35.414841,0.0,HDT**90,1654041643000
390,64625128314,空车,262,联运,1596412800000,116.557266,伊兰特,1059955200000,35.442255,58.8,鲁HT**99,1654041643000
391,64625129113,空车,354,北城,-2208988800000,116.590801,新桑塔纳,1468972800000,35.363451,0.0,鲁HT**82,1654041643000
392,64625128548,空车,175,联运,1615680000000,116.497986,新捷达,1096588800000,35.617645,58.8,鲁HT**00,1654041643000
393,64625128695,空车,10,交运,1642550400000,116.616943,新捷达,1106179200000,35.390836,49.2,鲁HT**21,1654041644000
394,64625128631,载客,174,北城,1635984000000,116.579936,伊兰特,1446681600000,35.387388,16.2,鲁HT**16,1654041644000
395,64625129171,空车,199,北城,1600819200000,116.571376,悦动,1080086400000,35.435565,0.0,鲁HT**59,1654041644000
396,64625128302,空车,322,汇通,1478390400000,116.447816,新捷达,1470873600000,35.397361,0.0,鲁HT**19,1654041644000
397,64625128896,载客,88,交运,1552003200000,116.326931,新悦动,984096000000,35.407011,31.7,鲁HT**09,1654041644000
398,64625128029,载客,185,联运,1649116800000,116.676976,新桑塔纳,1459900800000,35.353108,0.0,鲁HT**12,1654041644000
399,64625129197,空车,190,华中,-2208988800000,116.568591,新捷达,1468886400000,35.410833,26.8,鲁HT**63,1654041644000
400,64625128523,空车,96,联运,1596412800000,116.566215,伊兰特,1059696000000,35.415636,23.0,鲁HT**85,1654041644000
