i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
101,64625127917,载客,274,富达,1646784000000,116.591968,新桑塔纳,1457568000000,35.442721,41.5,鲁HT**08,1654041611000
102,64625129008,空车,191,新交运,1480032000000,116.614905,新捷达,1480032000000,35.386251,0.0,鲁HT**79,1654041611000
103,64625127843,空车,60,交运,1477180800000,116.56688,新桑塔纳,1477180800000,35.382698,0.0,鲁HT**09,1654041611000
104,64625128984,空车,120,联运,1477872000000,116.689216,伊兰特,1083369600000,35.43158,0.0,鲁HT**73,1654041611000
105,64625129026,空车,123,新交运,1479945600000,116.623305,新捷达,1479945600000,35.397471,0.0,鲁HT**72,1654041611000
106,64625129096,空车,63,华通,1598918400000,116.60249,悦动,1078185600000,35.427035,0.0,鲁HT**18,1654041612000
107,64625128284,空车,45,华通,-2208988800000,116.564418,新捷达,1471392000000,35.382416,0.0,鲁HT**56,1654041612000
108,64625127807,空车,53,交运,1604880000000,116.598808,新捷达,1084147200000,35.450948,0.0,鲁HT**18,1654041612000
109,64625128000,载客,88,汇通,-2208988800000,116.605538,新捷达,1470182400000,35.408158,26.6,鲁HT**76,1654041612000
110,64625127880,空车,58,交运,1631059200000,116.578346,伊兰特,1094688000000,35.42484,0.0,鲁HT**68,1654041612000
111,64625128308,载客,116,联运,1652572800000,116.56998,伊兰特,1463356800000,35.43344,0.0,鲁HT**50,1654041612000
112,64625128978,空车,34,联运,1593993600000,116.545741,悦动,1073347200000,35.422123,0.0,鲁HT**62,1654041612000
113,64625128562,空车,353,联运,-2208988800000,116.527836,伊兰特,1469491200000,35.259495,0.0,鲁HT**38,1654041613000
114,64625128315,空车,1,交运,1647734400000,116.57602,新桑塔纳,1458518400000,35.41585,44.0,鲁HT**68,1654041613000
115,64625129016,空车,9,新交运,1479945600000,116.511335,新桑塔纳,1479945600000,35.636618,0.0,鲁HT**13,1654041613000
116,64625129125,空车,344,交运,1602460800000,116.545391,悦动,1081814400000,35.418473,0.0,鲁HT**25,1654041613000
117,64625128638,空车,32,富达,1546300800000,116.569456,伊兰特,978307200000,35.401948,0.0,鲁HT**76,1654041613000
118,64625127864,空车,184,交运,1607817600000,116.603971,新捷达,1087171200000,35.469943,0.0,鲁HT**49,1654041613000
119,00029898976,空车,269,新交运,1479427200000,116.585028,比亚迪秦,1479427200000,35.414825,53.2,HDT**90,1654041613000
120,64625128225,空车,33,交运,1588291200000,116.604635,伊兰特,1067644800000,35.367968,0.0,鲁HT**70,1654041613000
121,64625129340,载客,271,富达,1598313600000,116.598748,新捷达,1077753600000,35.430676,52.9,鲁HT**69,1654041613000
122,64625128055,空车,25,交运,1620604800000,116.59471,新捷达,1084233600000,35.39363,0.0,鲁HT**66,1654041613000
123,64625128006,空车,87,华中,1479168000000,116.631238,新桑塔纳,1471219200000,35.392413,0.0,鲁HT**30,1654041613000
124,64625128548,空车,171,联运,1615680000000,116.49722,新捷达,1096588800000,35.622203,55.2,鲁HT**00,1654041613000
125,64625129187,空车,142,华中,-2208988800000,116.591391,新捷达,1468281600000,35.413655,0.0,鲁HT**33,1654041614000
126,64625128836,空车,85,新交运,1479859200000,116.595155,新桑塔纳,1479859200000,35.410781,18.8,鲁HT**56,1654041614000
127,64625127968,空车,254,交运,1478304000000,116.598335,新桑塔纳,1477440000000,35.382978,0.0,鲁HT**98,1654041614000
128,64625128637,空车,95,华中,1478563200000,116.605416,新捷达,1478563200000,35.443206,0.0,鲁HT**25,1654041614000
129,64625129226,空车,75,北城,1605052800000,116.576821,新捷达,1084320000000,35.441326,43.8,鲁HT**06,1654041614000
130,64625128349,空车,176,富达,-2208988800000,116.560986,悦动,1474416000000,35.421805,0.0,鲁HT**66,1654041614000
131,64625128995,载客,180,联运,-2208988800000,116.602515,奇瑞,1429747200000,35.415258,46.4,鲁HT**91,1654041614000
132,64604284650,空车,89,北城,1654473600000,116.575868,新桑塔纳,1465257600000,35.429283,0.0,鲁HT**95,1654041614000
133,64625128695,空车,10,交运,1642550400000,116.616191,新捷达,1106179200000,35.387363,46.1,鲁HT**21,1654041614000
134,64625129031,载客,7,新交运,1480032000000,116.576073,新捷达,1480032000000,35.361985,66.7,鲁HT**39,1654041615000
135,64625128464,空车,2,华通,1502064000000,116.518295,悦动,1320624000000,35.648713,0.0,鲁HT**06,1654041615000
136,64625129045,空车,145,新交运,1479859200000,116.594865,比亚迪秦,1479859200000,35.393415,0.0,HDE**91,1654041615000
137,64625129126,空车,70,联运,-2208988800000,116.586286,伊兰特,-2208988800000,35.3991,0.0,鲁HT**20,1654041615000
138,64625128077,空车,87,交运,1638748800000,116.614078,新捷达,1102377600000,35.401533,0.0,鲁HT**61,1654041615000
139,64625127973,空车,151,汇通,-2208988800000,116.580503,新捷达,1470182400000,35.428553,0.0,鲁HT**25,1654041615000
140,64625128991,载客,276,联运,1640649600000,116.618453,新捷达,1451347200000,35.406903,0.0,鲁HT**61,1654041615000
141,64625128215,空车,131,新交运,1479427200000,116.594871,新桑塔纳,1479427200000,35.393531,0.0,鲁HT**62,1654041615000
142,64625128208,空车,89,交运,1590192000000,116.433233,新桑塔纳,1069632000000,35.407563,48.0,鲁HT**16,1654041616000
143,00056961600,空车,151,汇通,1656547200000,116.563583,新悦动,1041552000000,35.397061,0.0,鲁HT**56,1654041616000
144,64625128348,空车,191,新交运,1641427200000,116.636678,奇瑞,1452124800000,35.424303,0.0,鲁HT**66,1654041616000
145,64625127982,空车,209,交运,1607385600000,116.577108,新悦动,1055116800000,35.438276,0.0,鲁HT**76,1654041616000
146,64625129315,载客,360,新交运,1479945600000,116.57596,新捷达,1479945600000,35.41652,50.7,鲁HT**63,1654041616000
147,64625128765,空车,273,北城,-2208988800000,116.59319,悦动,1475107200000,35.414721,36.7,鲁HT**11,1654041616000
148,64625128399,空车,244,联运,1571875200000,116.609071,新捷达,1051228800000,35.415931,0.0,鲁HT**29,1654041616000
149,64625128161,空车,207,联运,1612483200000,116.565885,新悦动,1076025600000,35.528093,0.0,鲁HT**23,1654041617000
150,64625127859,载客,1,交运,-2208988800000,116.59704,新捷达,1469750400000,35.415951,38.0,鲁HT**37,1654041617000
151,64625128752,空车,28,众鑫,1479081600000,116.609061,新捷达,1479081600000,35.443006,0.0,鲁HT**87,1654041617000
